id,glasses,hand,mask,none,other,sunglasses
i00146.jpg,1,0,0,0,0,0
i00147.jpg,1,0,0,0,0,0
i00148.jpg,1,0,0,0,0,0
i00149.jpg,1,0,0,0,0,0
i00150.jpg,1,0,0,0,0,0
i00151.jpg,1,0,0,0,0,0
i00152.jpg,1,0,0,0,0,0
i00153.jpg,1,0,0,0,0,0
i00154.jpg,1,0,0,0,0,0
i00155.jpg,1,0,0,0,0,0
i00156.jpg,1,0,0,0,0,0
i00157.jpg,1,0,0,0,0,0
i00158.jpg,1,0,0,0,0,0
i00159.jpg,1,0,0,0,0,0
i00160.jpg,1,0,0,0,0,0
i00161.jpg,1,0,0,0,0,0
i00162.jpg,1,0,0,0,0,0
i00163.jpg,1,0,0,0,0,0
i00164.jpg,1,0,0,0,0,0
i00165.jpg,1,0,0,0,0,0
i00166.jpg,1,0,0,0,0,0
i00167.jpg,1,0,0,0,0,0
i00168.jpg,1,0,0,0,0,0
i00169.jpg,1,0,0,0,0,0
i00170.jpg,1,0,0,0,0,0
i00171.jpg,1,0,0,0,0,0
i00172.jpg,1,0,0,0,0,0
i00173.jpg,1,0,0,0,0,0
i00174.jpg,1,0,0,0,0,0
i00175.jpg,1,0,0,0,0,0
i00176.jpg,1,0,0,0,0,0
i00177.jpg,1,0,0,0,0,0
i00178.jpg,1,0,0,0,0,0
i00179.jpg,1,0,0,0,0,0
i00180.jpg,1,0,0,0,0,0
i00181.jpg,1,0,0,0,0,0
i00182.jpg,1,0,0,0,0,0
i00183.jpg,1,0,0,0,0,0
i00184.jpg,1,0,0,0,0,0
i00185.jpg,1,0,1,0,0,0
i00186.jpg,1,0,0,0,0,0
i00187.jpg,1,0,0,0,0,0
i00188.jpg,1,0,0,0,0,0
i00189.jpg,1,0,0,0,0,0
i00190.jpg,1,0,0,0,0,0
i00191.jpg,1,0,0,0,0,0
i00192.jpg,1,0,0,0,0,0
i00193.jpg,1,0,0,0,0,0
i00194.jpg,1,0,0,0,0,0
i00195.jpg,1,0,0,0,0,0
i00196.jpg,1,0,0,0,0,0
i00197.jpg,1,0,0,0,0,0
i00198.jpg,1,0,0,0,0,0
i00199.jpg,1,0,0,0,0,0
i00200.jpg,1,0,0,0,1,0
i00201.jpg,1,0,0,0,0,0
i00202.jpg,1,0,0,0,0,0
i00203.jpg,1,0,0,0,0,0
i00204.jpg,1,0,0,0,0,0
i00205.jpg,1,0,0,0,0,0
i00206.jpg,1,0,0,0,0,0
i00207.jpg,1,0,0,0,0,0
i00208.jpg,1,0,0,0,0,0
i00209.jpg,1,0,0,0,0,0
i00210.jpg,1,0,0,0,0,0
i00211.jpg,1,0,0,0,0,0
i00212.jpg,1,0,0,0,0,0
i00213.jpg,1,0,0,0,0,0
i00214.jpg,1,0,0,0,0,0
i00215.jpg,1,0,0,0,0,0
i00216.jpg,1,0,0,0,0,0
i00217.jpg,1,0,0,0,0,0
i00218.jpg,1,0,0,0,0,0
i00219.jpg,1,0,0,0,0,0
i00220.jpg,1,0,0,0,0,0
i00221.jpg,1,0,0,0,0,0
i00222.jpg,1,0,0,0,0,0
i00223.jpg,1,0,0,0,0,0
i00224.jpg,1,0,0,0,0,0
i00225.jpg,1,0,0,0,0,0
i00226.jpg,1,0,0,0,0,0
i00227.jpg,1,0,0,0,0,0
i00228.jpg,1,0,0,0,0,0
i00229.jpg,1,0,0,0,0,0
i00230.jpg,1,0,0,0,0,0
i00231.jpg,1,0,0,0,0,0
i00232.jpg,1,0,0,0,0,0
i00233.jpg,1,0,0,0,0,0
i00234.jpg,1,0,0,0,0,0
i00235.jpg,1,0,0,0,0,0
i00236.jpg,1,0,0,0,0,0
i00237.jpg,1,0,0,0,0,0
i00238.jpg,1,0,0,0,0,0
i00239.jpg,1,1,0,0,0,0
i00240.jpg,1,1,0,0,0,0
i00241.jpg,0,0,1,0,0,0
i00242.jpg,1,1,0,0,0,0
i00243.jpg,1,0,0,0,0,0
i00244.jpg,1,0,0,0,0,0
i00245.jpg,1,0,0,0,0,0
i00246.jpg,1,0,0,0,0,0
i00247.jpg,1,0,0,0,0,0
i00248.jpg,1,0,0,0,0,0
i00249.jpg,1,0,0,0,0,0
i00250.jpg,1,0,0,0,0,0
i00251.jpg,1,0,0,0,0,0
i00252.jpg,1,0,0,0,0,0
i00253.jpg,1,0,0,0,0,0
i00254.jpg,1,0,0,0,0,0
i00255.jpg,1,0,0,0,0,0
i00256.jpg,1,0,0,0,0,0
i00257.jpg,1,0,0,0,0,0
i00258.jpg,1,1,0,0,0,0
i00259.jpg,1,1,0,0,0,0
i00260.jpg,1,0,0,0,0,0
i00261.jpg,1,0,0,0,0,0
i00262.jpg,1,0,0,0,0,0
i00263.jpg,1,0,0,0,0,0
i00264.jpg,1,0,0,0,0,0
i00265.jpg,1,1,0,0,0,0
i00266.jpg,1,0,0,0,0,0
i00267.jpg,1,0,0,0,0,0
i00268.jpg,1,0,0,0,0,0
i00269.jpg,1,0,0,0,0,0
i00270.jpg,1,1,0,0,0,0
i00271.jpg,1,0,1,0,0,0
i00272.jpg,1,1,0,0,0,0
i00273.jpg,1,0,0,0,0,0
i00274.jpg,1,0,0,0,0,0
i00275.jpg,1,0,0,0,0,0
i00276.jpg,1,0,0,0,0,0
i00277.jpg,1,0,0,0,0,0
i00278.jpg,1,0,0,0,0,0
i00279.jpg,1,0,0,0,0,0
i00280.jpg,1,0,0,0,0,0
i00281.jpg,1,0,0,0,0,0
i00282.jpg,1,0,0,0,0,0
i00283.jpg,1,0,0,0,0,0
i00284.jpg,1,0,0,0,0,0
i00285.jpg,1,0,0,0,0,0
i00286.jpg,1,0,0,0,1,0
i00287.jpg,1,0,0,0,0,0
i00288.jpg,1,0,1,0,0,0
i00289.jpg,1,0,0,0,0,0
i00290.jpg,1,0,0,0,0,0
i00291.jpg,1,0,0,0,0,0
i00292.jpg,1,0,0,0,0,0
i00293.jpg,1,0,0,0,0,0
i00294.jpg,1,0,0,0,0,0
i00295.jpg,1,0,0,0,0,0
i00296.jpg,1,0,0,0,0,0
i00297.jpg,1,0,0,0,0,0
i00298.jpg,1,0,0,0,0,0
i00299.jpg,1,0,0,0,0,0
i00300.jpg,1,0,0,0,0,0
i00301.jpg,1,0,0,0,0,0
i00302.jpg,0,0,0,0,0,1
i00303.jpg,1,1,0,0,0,0
i00304.jpg,1,0,0,0,0,0
i00305.jpg,0,0,0,0,0,1
i00306.jpg,1,0,0,0,0,0
i00307.jpg,1,0,0,0,0,0
i00308.jpg,1,0,0,0,0,0
i00309.jpg,1,0,0,0,0,0
i00310.jpg,1,0,0,0,0,0
i00311.jpg,1,0,0,0,0,0
i00312.jpg,1,0,0,0,0,0
i00313.jpg,1,0,0,0,0,0
i00314.jpg,1,0,0,0,0,0
i00315.jpg,1,0,0,0,0,0
i00316.jpg,1,1,0,0,0,0
i00317.jpg,1,0,0,0,0,0
i00318.jpg,1,0,0,0,0,0
i00319.jpg,1,0,0,0,0,0
i00320.jpg,1,0,0,0,0,0
i00321.jpg,1,0,0,0,0,0
i00322.jpg,1,0,0,0,0,0
i00323.jpg,1,1,0,0,0,0
i00324.jpg,1,0,0,0,0,0
i00325.jpg,1,0,0,0,1,0
i00326.jpg,1,0,0,0,0,0
i00327.jpg,0,0,0,0,0,1
i00328.jpg,1,0,0,0,0,0
i00329.jpg,1,0,0,0,0,0
i00330.jpg,1,1,0,0,0,0
i00331.jpg,1,0,0,0,0,0
i00332.jpg,1,0,0,0,0,0
i00333.jpg,1,0,0,0,0,0
i00334.jpg,1,0,0,0,0,0
i00335.jpg,1,0,0,0,0,0
i00336.jpg,1,0,0,0,0,0
i00337.jpg,1,0,0,0,0,0
i00338.jpg,1,0,0,0,0,0
i00339.jpg,1,0,0,0,0,0
i00340.jpg,1,0,0,0,0,0
i00341.jpg,1,0,0,0,0,0
i00342.jpg,1,0,0,0,0,0
i00343.jpg,1,0,0,0,0,0
i00344.jpg,1,0,0,0,0,0
i00345.jpg,1,0,0,0,0,0
i00346.jpg,1,0,0,0,0,0
i00347.jpg,1,0,0,0,0,0
i00348.jpg,1,0,0,0,0,0
i00349.jpg,1,0,0,0,0,0
i00350.jpg,1,0,0,0,0,0
i00351.jpg,1,0,0,0,1,0
i00352.jpg,1,0,0,0,0,0
i00353.jpg,1,0,0,0,0,0
i00354.jpg,1,0,0,0,0,0
i00355.jpg,1,0,0,0,0,0
i00356.jpg,1,0,0,0,0,0
i00357.jpg,1,0,0,0,0,0
i00358.jpg,1,0,0,0,0,0
i00359.jpg,1,0,0,0,0,0
i00360.jpg,1,0,0,0,0,0
i00361.jpg,1,0,0,0,0,0
i00362.jpg,1,0,0,0,0,0
i00363.jpg,1,0,0,0,0,0
i00364.jpg,1,0,0,0,0,0
i00365.jpg,1,0,0,0,0,0
i00366.jpg,1,0,0,0,0,0
i00367.jpg,1,0,0,0,0,0
i00368.jpg,1,0,0,0,0,0
i00369.jpg,1,0,0,0,0,0
i00370.jpg,1,0,0,0,0,0
i00371.jpg,1,0,0,0,0,0
i00372.jpg,1,0,0,0,0,0
i00373.jpg,1,0,0,0,0,0
i00374.jpg,1,1,0,0,0,0
i00375.jpg,1,0,0,0,0,0
i00376.jpg,1,1,0,0,0,0
i00377.jpg,1,0,0,0,0,0
i00378.jpg,1,0,0,0,0,0
i00379.jpg,1,0,0,0,0,0
i00380.jpg,1,0,0,0,0,0
i00381.jpg,1,0,0,0,0,0
i00382.jpg,1,0,0,0,0,0
i00383.jpg,1,0,0,0,0,0
i00384.jpg,1,0,0,0,0,0
i00385.jpg,1,1,0,0,0,0
i00386.jpg,1,0,0,0,0,0
i00387.jpg,1,0,0,0,0,0
i00388.jpg,1,0,0,0,1,0
i00389.jpg,1,0,0,0,0,0
i00390.jpg,1,0,0,0,0,0
i00391.jpg,1,0,0,0,0,0
i00392.jpg,1,0,0,0,0,0
i00393.jpg,1,0,0,0,0,0
i00394.jpg,1,0,0,0,0,0
i00395.jpg,1,0,0,0,0,0
i00396.jpg,1,0,0,0,0,0
i00397.jpg,1,0,0,0,0,0
i00398.jpg,1,0,0,0,0,0
i00399.jpg,1,0,0,0,0,0
i00400.jpg,1,0,0,0,0,0
i00401.jpg,1,0,0,0,0,0
i00402.jpg,1,1,0,0,0,0
i00403.jpg,1,0,0,0,0,0
i00404.jpg,1,0,0,0,0,0
i00405.jpg,1,0,0,0,0,0
i00406.jpg,1,0,0,0,0,0
i00407.jpg,1,0,0,0,0,0
i00408.jpg,1,0,0,0,0,0
i00409.jpg,1,0,0,0,0,0
i00410.jpg,1,0,0,0,0,0
i00411.jpg,1,0,0,0,0,0
i00412.jpg,1,0,0,0,0,0
i00413.jpg,1,0,0,0,0,0
i00414.jpg,1,0,0,0,0,0
i00415.jpg,1,0,0,0,0,0
i00416.jpg,1,0,0,0,0,0
i00417.jpg,1,0,0,0,0,0
i00418.jpg,1,0,0,0,0,0
i00419.jpg,1,0,0,0,0,0
i00420.jpg,1,0,0,0,0,0
i00421.jpg,1,0,0,0,0,0
i00422.jpg,1,0,0,0,0,0
i00423.jpg,1,0,1,0,0,0
i00424.jpg,1,0,0,0,0,0
i00425.jpg,1,0,0,0,0,0
i00426.jpg,1,0,0,0,0,0
i00427.jpg,1,0,0,0,0,0
i00428.jpg,1,0,0,0,0,0
i00429.jpg,1,0,0,0,0,0
i00430.jpg,1,0,0,0,0,0
i00431.jpg,1,0,0,0,0,0
i00432.jpg,1,0,0,0,0,0
i00433.jpg,1,0,0,0,0,0
i00434.jpg,1,0,0,0,0,0
i00435.jpg,1,0,0,0,0,0
i00436.jpg,1,0,0,0,0,0
i00437.jpg,1,0,0,0,0,0
i00438.jpg,1,0,0,0,0,0
i00439.jpg,1,0,0,0,0,0
i00440.jpg,1,0,0,0,0,0
i00441.jpg,1,0,0,0,0,0
i00442.jpg,1,0,0,0,0,0
i00443.jpg,1,0,0,0,0,0
i00444.jpg,1,0,0,0,0,0
i00445.jpg,1,0,0,0,0,0
i00446.jpg,1,0,0,0,0,0
i00447.jpg,1,0,0,0,0,0
i00448.jpg,1,0,0,0,0,0
i00449.jpg,1,0,0,0,0,0
i00450.jpg,1,0,0,0,0,0
i00451.jpg,1,0,0,0,0,0
i00452.jpg,1,0,0,0,0,0
i00453.jpg,1,0,0,0,0,0
i00454.jpg,1,0,0,0,0,0
i00455.jpg,1,0,0,0,0,0
i00456.jpg,1,0,0,0,0,0
i00457.jpg,1,0,0,0,0,0
i00458.jpg,1,0,0,0,0,0
i00459.jpg,1,0,0,0,0,0
i00460.jpg,1,0,0,0,0,0
i00461.jpg,1,0,0,0,0,0
i00462.jpg,1,0,0,0,0,0
i00463.jpg,1,0,0,0,0,0
i00464.jpg,1,0,0,0,0,0
i00465.jpg,1,0,0,0,0,0
i00466.jpg,1,0,0,0,0,0
i00467.jpg,1,0,0,0,0,0
i00468.jpg,1,0,0,0,0,0
i00469.jpg,1,0,0,0,0,0
i00470.jpg,1,0,0,0,0,0
i00471.jpg,1,0,0,0,0,0
i00472.jpg,1,0,0,0,0,0
i00473.jpg,1,0,0,0,0,0
i00474.jpg,1,0,0,0,0,0
i00475.jpg,1,0,0,0,0,0
i00476.jpg,1,0,0,0,0,0
i00477.jpg,1,0,0,0,0,0
i00478.jpg,1,0,0,0,0,0
i00479.jpg,1,1,0,0,0,0
i00480.jpg,1,0,0,0,0,0
i00481.jpg,1,0,0,0,0,0
i00482.jpg,1,0,0,0,0,0
i00483.jpg,1,0,0,0,0,0
i00484.jpg,1,0,0,0,0,0
i00485.jpg,1,0,0,0,0,0
i00486.jpg,1,0,0,0,0,0
i00487.jpg,1,0,0,0,0,0
i00488.jpg,1,0,0,0,0,0
i00489.jpg,1,0,0,0,0,0
i00490.jpg,1,0,0,0,0,0
i00491.jpg,1,0,0,0,0,0
i00492.jpg,1,0,0,0,0,0
i00493.jpg,1,0,0,0,0,0
i00494.jpg,1,0,0,0,0,0
i00495.jpg,1,0,0,0,0,0
i00496.jpg,1,0,0,0,0,0
i00497.jpg,0,0,0,0,0,1
i00498.jpg,0,0,0,0,0,1
i00499.jpg,1,0,0,0,0,0
i00500.jpg,1,0,0,0,0,0
i00501.jpg,1,0,0,0,0,0
i00502.jpg,1,0,0,0,0,0
i00503.jpg,1,0,0,0,0,0
i00504.jpg,1,0,0,0,0,0
i00505.jpg,1,1,0,0,0,0
i00506.jpg,0,0,0,1,1,0
i00507.jpg,1,0,0,0,0,0
i00508.jpg,1,0,0,0,0,0
i00509.jpg,1,0,0,0,0,0
i00510.jpg,1,0,0,0,0,0
i00511.jpg,1,0,0,0,0,0
i00512.jpg,1,0,0,0,0,0
i00513.jpg,1,0,0,0,0,0
i00514.jpg,1,0,0,0,0,0
i00515.jpg,1,0,0,0,0,0
i00516.jpg,1,0,0,0,0,0
i00517.jpg,1,0,0,0,0,0
i00518.jpg,1,0,0,0,0,0
i00519.jpg,1,0,0,0,0,0
i00520.jpg,1,0,0,0,0,0
i00521.jpg,1,0,0,0,0,0
i00522.jpg,1,0,0,0,0,0
i00523.jpg,1,0,0,0,0,0
i00524.jpg,1,0,0,0,0,0
i00525.jpg,1,0,0,0,0,0
i00526.jpg,1,0,0,0,0,0
i00527.jpg,1,0,0,0,0,0
i00528.jpg,1,0,0,0,0,0
i00529.jpg,1,0,0,0,0,0
i00530.jpg,1,0,0,0,0,0
i00531.jpg,1,0,0,0,0,0
i00532.jpg,1,0,0,0,0,0
i00533.jpg,1,0,0,0,0,0
i00534.jpg,1,0,0,0,0,0
i00535.jpg,1,0,0,0,0,0
i00536.jpg,1,0,0,0,0,0
i00537.jpg,1,0,0,0,1,0
i00538.jpg,1,0,0,0,0,0
i00539.jpg,1,0,0,0,1,0
i00540.jpg,1,0,0,0,0,0
i00546.jpg,1,0,0,0,0,0
i00547.jpg,1,0,0,0,0,0
i00548.jpg,1,0,0,0,0,0
i00549.jpg,1,0,0,0,0,0
i00550.jpg,1,0,0,0,0,0
i00551.jpg,1,0,0,0,0,0
i00552.jpg,1,0,0,0,0,0
i00553.jpg,1,0,0,0,0,0
i00554.jpg,1,0,0,0,0,0
i00555.jpg,1,0,0,0,0,0
i00556.jpg,1,0,0,0,0,0
i00557.jpg,1,0,0,0,0,0
i00558.jpg,1,0,0,0,0,0
i00559.jpg,1,0,0,0,0,0
i00560.jpg,1,0,0,0,0,0
i00561.jpg,1,0,0,0,0,0
i00562.jpg,1,0,0,0,0,0
i00563.jpg,1,0,0,0,0,0
i00564.jpg,1,0,0,0,0,0
i00565.jpg,1,0,0,0,0,0
i00566.jpg,1,0,0,0,0,0
i00567.jpg,1,1,0,0,0,0
i00568.jpg,1,0,0,0,0,0
i00569.jpg,1,0,0,0,0,0
i00570.jpg,1,0,0,0,0,0
i00571.jpg,1,0,0,0,0,0
i00572.jpg,1,0,0,0,0,0
i00573.jpg,1,0,0,0,0,0
i00574.jpg,1,0,0,0,0,0
i00575.jpg,1,0,0,0,0,0
i00576.jpg,1,0,0,0,0,0
i00577.jpg,1,0,0,0,0,0
i00578.jpg,1,0,0,0,0,0
i00579.jpg,1,0,0,0,0,0
i00580.jpg,1,0,0,0,0,0
i00581.jpg,1,0,0,0,0,0
i00582.jpg,1,0,0,0,0,0
i00583.jpg,1,0,0,0,0,0
i00584.jpg,1,0,0,0,0,0
i00585.jpg,1,0,0,0,0,0
i00586.jpg,1,0,0,0,0,0
i00587.jpg,1,0,0,0,0,0
i00588.jpg,1,0,0,0,0,0
i00589.jpg,1,0,0,0,0,0
i00590.jpg,1,0,0,0,0,0
i00591.jpg,1,0,0,0,0,0
i00592.jpg,1,0,0,0,0,0
i00593.jpg,1,1,0,0,0,0
i00594.jpg,1,0,0,0,0,0
i00595.jpg,1,0,0,0,0,0
i00596.jpg,1,0,0,0,0,0
i00597.jpg,1,0,0,0,0,0
i00598.jpg,1,0,0,0,0,0
i00599.jpg,1,1,0,0,0,0
i00600.jpg,1,0,0,0,0,0
i00601.jpg,1,0,0,0,0,0
i00602.jpg,1,0,0,0,0,0
i00603.jpg,1,0,0,0,0,0
i00604.jpg,1,0,0,0,0,0
i00605.jpg,1,0,0,0,0,0
i00606.jpg,1,0,0,0,0,0
i00607.jpg,1,0,0,0,0,0
i00608.jpg,1,0,0,0,0,0
i00609.jpg,1,1,0,0,0,0
i00610.jpg,1,0,0,0,0,0
i00611.jpg,1,0,0,0,0,0
i00612.jpg,1,0,0,0,0,0
i00613.jpg,1,0,0,0,0,0
i00614.jpg,1,0,0,0,0,0
i00615.jpg,1,0,0,0,0,0
i00616.jpg,1,0,0,0,0,0
i00617.jpg,1,0,0,0,0,0
i00618.jpg,1,0,0,0,0,0
i00619.jpg,1,0,0,0,0,1
i00620.jpg,1,0,0,0,0,0
i00621.jpg,1,0,0,0,0,0
i00622.jpg,1,0,0,0,0,0
i00623.jpg,1,0,0,0,0,0
i00624.jpg,1,0,0,0,0,0
i00625.jpg,1,0,0,0,0,0
i00626.jpg,1,0,0,0,0,0
i00627.jpg,1,0,0,0,0,0
i00628.jpg,1,0,0,0,0,0
i00629.jpg,1,0,0,0,0,0
i00630.jpg,1,0,0,0,0,0
i00631.jpg,1,0,0,0,0,0
i00632.jpg,1,0,0,0,0,0
i00633.jpg,1,0,0,0,0,0
i00634.jpg,1,0,0,0,0,0
i00635.jpg,1,0,0,0,0,0
i00636.jpg,1,0,0,0,0,0
i00637.jpg,1,0,0,0,0,0
i00638.jpg,1,0,0,0,0,0
i00639.jpg,1,0,0,0,0,0
i00640.jpg,1,0,0,0,0,0
i00641.jpg,1,0,0,0,0,0
i00642.jpg,1,0,0,0,0,0
i00643.jpg,1,0,0,0,0,0
i00644.jpg,1,0,0,0,0,0
i00645.jpg,1,0,0,0,0,0
i00646.jpg,1,0,0,0,0,0
i00647.jpg,1,0,0,0,0,0
i00648.jpg,1,0,0,0,0,0
i00649.jpg,1,0,0,0,0,0
i00650.jpg,1,0,0,0,0,0
i00651.jpg,1,0,0,0,0,0
i00652.jpg,1,0,0,0,0,0
i00653.jpg,1,0,0,0,0,0
i00654.jpg,1,0,0,0,0,0
i00655.jpg,1,0,0,0,0,0
i00656.jpg,1,0,0,0,0,0
i00657.jpg,1,0,0,0,0,0
i00658.jpg,1,0,0,0,0,0
i00659.jpg,1,0,0,0,0,0
i00660.jpg,1,0,0,0,0,0
i00661.jpg,1,0,0,0,0,0
i00662.jpg,1,0,0,0,0,0
i00663.jpg,1,0,0,0,0,0
i00664.jpg,1,0,0,0,0,0
i00665.jpg,1,0,0,0,0,0
i00666.jpg,1,0,0,0,0,0
i00667.jpg,1,0,0,0,0,0
i00668.jpg,1,0,0,0,0,0
i00669.jpg,1,0,0,0,0,0
i00670.jpg,1,0,0,0,0,0
i00671.jpg,1,0,0,0,0,0
i00672.jpg,1,0,0,0,0,0
i00673.jpg,1,0,0,0,0,0
i00674.jpg,1,0,0,0,0,0
i00675.jpg,1,0,0,0,0,0
i00676.jpg,1,0,0,0,0,0
i00677.jpg,1,0,0,0,0,0
i00678.jpg,1,0,0,0,0,0
i00679.jpg,1,0,0,0,0,0
i00680.jpg,1,0,0,0,0,0
i00681.jpg,1,0,0,0,0,0
i00682.jpg,1,0,0,0,0,0
i00683.jpg,1,0,0,0,0,0
i00684.jpg,1,0,0,0,0,0
i00685.jpg,1,0,0,0,0,0
i00686.jpg,1,0,0,0,0,0
i00687.jpg,1,0,0,0,0,0
i00688.jpg,1,0,0,0,0,0
i00689.jpg,1,0,0,0,0,0
i00690.jpg,1,0,0,0,1,0
i00691.jpg,1,0,0,0,0,0
i00692.jpg,1,0,0,0,0,0
i00693.jpg,1,0,0,0,0,0
i00694.jpg,1,0,0,0,0,0
i00695.jpg,1,0,0,0,0,0
i00696.jpg,1,0,0,0,0,0
i00697.jpg,1,1,0,0,0,0
i00698.jpg,1,0,0,0,0,0
i00699.jpg,1,0,0,0,0,0
i00700.jpg,1,0,0,0,0,0
i00701.jpg,1,0,0,0,0,0
i00702.jpg,1,0,0,0,0,0
